time_ms,app_state,surface_state,faults,drive_command_native,left_drive_command_native,right_drive_command_native,steering_offset_us,steering_pulse_us,suction_mode,steering_left_pulse_us,steering_right_pulse_us,logical_suction_request,hardware_suction_output,adhesion_risk,state_elapsed_ms,transition_candidate,transition_up_observed,kill_switch
1910,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,20,1,0,0
1911,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,20,1,0,0
1912,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,22,1,0,0
1913,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,22,1,0,0
1914,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,24,1,0,0
1915,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,24,1,0,0
1916,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,26,1,0,0
1917,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,26,1,0,0
1918,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,28,1,0,0
1919,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,28,1,0,0
1920,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,30,1,0,0
1921,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,30,1,0,0
1922,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,32,1,0,0
1923,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,32,1,0,0
1924,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,34,1,0,0
1925,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,34,1,0,0
1926,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,36,1,0,0
1927,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,36,1,0,0
1928,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,38,1,0,0
1929,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,38,1,0,0
1930,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,40,1,0,0
1931,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,40,1,0,0
1932,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,42,1,0,0
1933,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,42,1,0,0
1934,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,44,1,0,0
1935,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,44,1,0,0
1936,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,46,1,0,0
1937,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,46,1,0,0
1938,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,48,1,0,0
1939,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,48,1,0,0
1940,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,50,1,0,0
1941,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,50,1,0,0
1942,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,52,1,0,0
1943,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,52,1,0,0
1944,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,54,1,0,0
1945,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,54,1,0,0
1946,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,56,1,0,0
1947,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,56,1,0,0
1948,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,58,1,0,0
1949,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,58,1,0,0
1950,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,60,1,0,0
1951,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,60,1,0,0
1952,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,62,1,0,0
1953,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,62,1,0,0
1954,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,64,1,0,0
1955,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,64,1,0,0
1956,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,66,1,0,0
1957,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,66,1,0,0
1958,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,68,1,0,0
1959,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,68,1,0,0
1960,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,70,1,0,0
1961,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,70,1,0,0
1962,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,72,1,0,0
1963,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,72,1,0,0
1964,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,74,1,0,0
1965,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,74,1,0,0
1966,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,76,1,0,0
1967,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,76,1,0,0
1968,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,78,1,0,0
1969,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,78,1,0,0
1970,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,80,1,0,0
1971,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,80,1,0,0
1972,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,82,1,0,0
1973,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,82,1,0,0
1974,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,84,1,0,0
1975,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,84,1,0,0
1976,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,86,1,0,0
1977,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,86,1,0,0
1978,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,88,1,0,0
1979,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,88,1,0,0
1980,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,90,1,0,0
1981,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,90,1,0,0
1982,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,92,1,0,0
1983,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,92,1,0,0
1984,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,94,1,0,0
1985,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,94,1,0,0
1986,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,96,1,0,0
1987,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,96,1,0,0
1988,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,98,1,0,0
1989,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,98,1,0,0
1990,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,100,1,0,0
1991,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,100,1,0,0
1992,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,102,1,0,0
1993,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,102,1,0,0
1994,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,104,1,0,0
1995,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,104,1,0,0
1996,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,106,1,0,0
1997,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,106,1,0,0
1998,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,108,1,0,0
1999,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,108,1,0,0
2000,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,110,1,0,0
2001,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,110,1,0,0
2002,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,112,1,0,0
2003,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,112,1,0,0
2004,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,114,1,0,0
2005,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,114,1,0,0
2006,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,116,1,0,0
2007,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,116,1,0,0
2008,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,118,1,0,0
2009,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,118,1,0,0
2010,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,120,1,0,0
2011,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,120,1,0,0
2012,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,122,1,0,0
2013,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,122,1,0,0
2014,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,124,1,0,0
2015,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,124,1,0,0
2016,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,126,1,0,0
2017,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,126,1,0,0
2018,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,128,1,0,0
2019,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,128,1,0,0
2020,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,130,1,0,0
2021,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,130,1,0,0
2022,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,132,1,0,0
2023,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,132,1,0,0
2024,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,134,1,0,0
2025,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,134,1,0,0
2026,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,136,1,0,0
2027,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,136,1,0,0
2028,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,138,1,0,0
2029,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,138,1,0,0
2030,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,140,1,0,0
2031,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,140,1,0,0
2032,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,142,1,0,0
2033,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,142,1,0,0
2034,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,144,1,0,0
2035,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,144,1,0,0
2036,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,146,1,0,0
2037,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,146,1,0,0
2038,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,148,1,0,0
2039,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,148,1,0,0
2040,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,150,1,0,0
2041,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,150,1,0,0
2042,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,152,1,0,0
2043,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,152,1,0,0
2044,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,154,1,0,0
2045,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,154,1,0,0
2046,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,156,1,0,0
2047,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,156,1,0,0
2048,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,158,1,0,0
2049,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,158,1,0,0
2050,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,160,1,0,0
2051,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,160,1,0,0
2052,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,162,1,0,0
2053,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,162,1,0,0
2054,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,164,1,0,0
2055,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,164,1,0,0
2056,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,166,1,0,0
2057,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,166,1,0,0
2058,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,168,1,0,0
2059,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,168,1,0,0
2060,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,170,1,0,0
2061,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,170,1,0,0
2062,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,172,1,0,0
2063,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,172,1,0,0
2064,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,174,1,0,0
2065,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,174,1,0,0
2066,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,176,1,0,0
2067,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,176,1,0,0
2068,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,178,1,0,0
2069,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,178,1,0,0
2070,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,180,1,0,0
2071,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,180,1,0,0
2072,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,182,1,0,0
2073,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,182,1,0,0
2074,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,184,1,0,0
2075,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,184,1,0,0
2076,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,186,1,0,0
2077,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,186,1,0,0
2078,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,188,1,0,0
2079,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,188,1,0,0
2080,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,190,1,0,0
2081,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,190,1,0,0
2082,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,192,1,0,0
2083,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,192,1,0,0
2084,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,194,1,0,0
2085,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,194,1,0,0
2086,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,196,1,0,0
2087,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,196,1,0,0
2088,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,198,1,0,0
2089,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,198,1,0,0
2090,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,200,1,0,0
2091,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,200,1,0,0
2092,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,202,1,0,0
2093,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,202,1,0,0
2094,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,204,1,0,0
2095,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,204,1,0,0
2096,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,206,1,0,0
2097,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,206,1,0,0
2098,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,208,1,0,0
2099,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,208,1,0,0
2100,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,210,1,0,0
2101,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,210,1,0,0
2102,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,212,1,0,0
2103,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,212,1,0,0
2104,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,214,1,0,0
2105,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,214,1,0,0
2106,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,216,1,0,0
2107,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,216,1,0,0
2108,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,218,1,0,0
2109,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,218,1,0,0
2110,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,220,1,0,0
2111,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,220,1,0,0
2112,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,222,1,0,0
2113,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,222,1,0,0
2114,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,224,1,0,0
2115,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,224,1,0,0
2116,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,226,1,0,0
2117,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,226,1,0,0
2118,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,228,1,0,0
2119,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,228,1,0,0
2120,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,230,1,0,0
2121,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,230,1,0,0
2122,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,232,1,0,0
2123,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,232,1,0,0
2124,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,234,1,0,0
2125,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,234,1,0,0
2126,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,236,1,0,0
2127,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,236,1,0,0
2128,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,238,1,0,0
2129,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,238,1,0,0
2130,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,240,1,0,0
2131,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,240,1,0,0
2132,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,242,1,0,0
2133,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,242,1,0,0
2134,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,244,1,0,0
2135,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,244,1,0,0
2136,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,246,1,0,0
2137,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,246,1,0,0
2138,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,248,1,0,0
2139,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,248,1,0,0
2140,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,250,1,0,0
2141,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,250,1,0,0
2142,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,252,1,0,0
2143,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,252,1,0,0
2144,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,254,1,0,0
2145,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,254,1,0,0
2146,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,256,1,0,0
2147,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,256,1,0,0
2148,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,258,1,0,0
2149,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,258,1,0,0
2150,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,260,1,0,0
2151,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,260,1,0,0
2152,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,262,1,0,0
2153,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,262,1,0,0
2154,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,264,1,0,0
2155,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,264,1,0,0
2156,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,266,1,0,0
2157,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,266,1,0,0
2158,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,268,1,0,0
2159,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,268,1,0,0
2160,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,270,1,0,0
2161,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,270,1,0,0
2162,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,272,1,0,0
2163,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,272,1,0,0
2164,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,274,1,0,0
2165,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,274,1,0,0
2166,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,276,1,0,0
2167,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,276,1,0,0
2168,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,278,1,0,0
2169,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,278,1,0,0
2170,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,280,1,0,0
2171,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,280,1,0,0
2172,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,282,1,0,0
2173,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,282,1,0,0
2174,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,284,1,0,0
2175,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,284,1,0,0
2176,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,286,1,0,0
2177,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,286,1,0,0
2178,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,288,1,0,0
2179,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,288,1,0,0
2180,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,290,1,0,0
2181,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,290,1,0,0
2182,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,292,1,0,0
2183,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,292,1,0,0
2184,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,294,1,0,0
2185,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,294,1,0,0
2186,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,296,1,0,0
2187,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,296,1,0,0
2188,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,298,1,0,0
2189,13,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,298,1,0,0
2190,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,0,1,0,0
2191,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,0,1,0,0
2192,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,2,1,0,0
2193,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,2,1,0,0
2194,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,4,1,0,0
2195,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,4,1,0,0
2196,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,6,1,0,0
2197,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,6,1,0,0
2198,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,8,1,0,0
2199,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,8,1,0,0
2200,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,10,1,0,0
2201,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,10,1,0,0
2202,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,12,1,0,0
2203,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,12,1,0,0
2204,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,14,1,0,0
2205,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,14,1,0,0
2206,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,16,1,0,0
2207,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,16,1,0,0
2208,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,18,1,0,0
2209,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,18,1,0,0
2210,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,20,1,0,0
2211,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,20,1,0,0
2212,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,22,1,0,0
2213,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,22,1,0,0
2214,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,24,1,0,0
2215,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,24,1,0,0
2216,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,26,1,0,0
2217,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,26,1,0,0
2218,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,28,1,0,0
2219,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,28,1,0,0
2220,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,30,1,0,0
2221,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,30,1,0,0
2222,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,32,1,0,0
2223,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,32,1,0,0
2224,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,34,1,0,0
2225,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,34,1,0,0
2226,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,36,1,0,0
2227,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,36,1,0,0
2228,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,38,1,0,0
2229,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,38,1,0,0
2230,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,40,1,0,0
2231,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,40,1,0,0
2232,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,42,1,0,0
2233,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,42,1,0,0
2234,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,44,1,0,0
2235,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,44,1,0,0
2236,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,46,1,0,0
2237,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,46,1,0,0
2238,15,1,0,0,0,0,0,1510,0,1510,1510,0,0,0,48,1,0,0
